administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,browser,region,traffic_type,visitor_type,weekend,revenue
0,0.0,1,22.0,79,1744.0,0.0122,0.026,1.3,May,Safari,North America,Bing search,Returning_Visitor,-9223372036854775808,0
3,68.3,2,23.4,29,1195.0,0.0363,0.033,6.5,Aug,Microsoft Edge,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
12,134.2333333,2,140.0,29,1816.0,0.0046,0.014,7.0,May,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
3,55.7,2,14.1,6,1342.0,0.0,0.019,0.0,Oct,Microsoft Edge,South America,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,1,0.0,4,82.0,0.0667,0.107,0.0,Mar,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
2,35.0,0,0.0,17,1059.0,0.0,0.012,11.2,Dec,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,-9223372036854775808,1
6,74.0,0,0.0,17,228.0,0.0,0.003,0.0,Mar,Mozilla Firefox,Oceania,Yahoo Search,Returning_Visitor,-9223372036854775808,0
1,0.0,1,61.5,18,2291.0,0.0017,0.011,0.0,Mar,Google Chrome,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,17,683.0,0.0164,0.04,0.0,Jul,Google Chrome,North America,Yahoo Search,Returning_Visitor,-9223372036854775808,0
0,0.0,1,0.0,1,30.0,0.0,0.033,0.0,Sep,Google Chrome,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,1301.0,0.0,0.017,0.0,Nov,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
3,235.0,1,3.6,21,533.0,0.0,0.004,0.0,Oct,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
12,843.6,2,31.6,20,1372.0,0.0,0.03,13.0,Oct,Google Chrome,North America,Twitter,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,22.0,0.0,0.043,0.0,Nov,Google Chrome,Asia,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,19,373.0,0.0335,0.047,0.0,Mar,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,195.0,0.04,0.1,0.0,May,Google Chrome,North America,Twitter,Returning_Visitor,-9223372036854775808,0
1,0.0,4,63.0,3,74.0,0.02,0.06,0.0,Mar,Google Chrome,South America,Yahoo Search,Returning_Visitor,-9223372036854775808,0
8,214.17,0,0.0,37,1062.0,0.0132,0.041,0.0,May,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
13,367.675,1,15.0,388,6312.0,0.0,0.005,0.7,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,24,776.0,0.0,0.003,0.0,Mar,Google Chrome,North America,Youtube channel,New_Visitor,-9223372036854775808,0
1,11.7,0,0.0,46,894.0,0.0034,0.003,22.8,Nov,QQ,North America,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,13,244.0,0.0,0.05,0.0,Mar,Google Chrome,Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,830.0,0.0,0.014,0.0,May,Mozilla Firefox,Western Europe,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,1162.0,0.0,0.007,0.0,Mar,Google Chrome,North America,Yahoo Search,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,17,458.0,0.036,0.067,0.0,Nov,Safari,Northern Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
6,358.5,0,0.0,31,759.0,0.0133,0.037,0.0,May,Safari,Western Europe,Bing search,Returning_Visitor,-9223372036854775808,0
1,7.0,1,11.0,40,2933.0,0.0,0.004,0.0,Dec,Google Chrome,Western Europe,Google search,New_Visitor,-9223372036854775808,0
0,0.0,2,109.5,36,523.0,0.0044,0.04,0.0,Dec,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,1
1,9.0,0,0.0,3,8.0,0.0,0.025,0.0,Nov,Google Chrome,North America,Youtube channel,New_Visitor,-9223372036854775808,0
1,66.3,0,0.0,16,140.0,0.0154,0.025,0.0,Nov,Safari,Asia,Google search,New_Visitor,-9223372036854775808,0
0,6.0,0,0.0,18,1862.0,0.0,0.006,0.0,Oct,Microsoft Edge,North America,Facebook page,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,12.0,0.1,0.14,0.0,May,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,9.0,0,0.0,6,509.0,0.0,0.015,49.2,Aug,Google Chrome,North America,Bing search,New_Visitor,-9223372036854775808,1
2,564.0,0,0.0,5,108.0,0.0,0.011,0.0,Mar,Safari,North America,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,34,2650.0,0.0,0.017,17.6,Nov,Google Chrome,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,4,201.0,0.0,0.067,0.0,Sep,Safari,Asia,Google search,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,22,310.0,0.0232,0.019,0.0,Jul,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,-9223372036854775808,0
5,193.6,0,0.0,18,1586.0,0.0,0.009,0.0,Aug,Google Chrome,North America,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,1,21.0,65,1495.0,0.0053,0.03,0.0,May,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,288.0,0.02,0.06,0.0,May,Opera,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,0.0,0.2,0.2,0.0,Mar,Mozilla Firefox,Southern Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
3,63.65,0,0.0,15,224.0,0.0,0.001,0.0,Nov,Microsoft Edge,North America,Google search,New_Visitor,-9223372036854775808,1
3,34.75,0,0.0,13,802.0,0.0,0.005,34.7,Dec,Mozilla Firefox,North America,Google search,New_Visitor,-9223372036854775808,1
0,6.0,0,0.0,13,56.0,0.0133,0.053,0.0,May,Google Chrome,South America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Feb,Google Chrome,South America,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,36.5,3,100.0,334,5076.0,0.0087,0.015,0.0,Dec,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,Mar,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,12,889.0,0.0067,0.038,0.0,May,Mozilla Firefox,Asia,Google search,Returning_Visitor,-9223372036854775808,0
9,934.85,3,390.8333333,51,2305.0,0.0102,0.038,8.6,June,Safari,Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,2,18.0,0.0,0.1,0.0,Nov,Safari,Southern Africa,Youtube channel,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,90.0,0.0667,0.122,0.0,Nov,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,32.0,0,0.0,4,116.0,0.0418,0.075,0.0,May,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
3,49.2,2,90.2,23,690.0,0.0,0.005,0.0,June,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,May,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,42.0,0,0.0,29,279.0,0.0,0.008,15.2,Nov,Microsoft Edge,North America,Youtube channel,New_Visitor,-9223372036854775808,1
3,147.1666667,2,7.0,211,8781.0,0.0021,0.019,6.5,Nov,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,45,1660.0,0.0242,0.034,0.0,Oct,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,11.6,0,0.0,6,89.0,0.0282,0.057,0.0,June,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
7,139.025,1,99.0,28,1667.0,0.0,0.021,25.1,Dec,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
12,384.0,5,248.0,36,3081.0,0.0007,0.01,8.4,Mar,Google Chrome,Eastern Europe,Youtube channel,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,20,224.0,0.0074,0.036,0.0,May,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,11.0,1,60.0,18,0.0,0.0,0.0,0.0,Aug,Mozilla Firefox,North America,Instagram Page,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,382.0,0.0,0.033,0.0,May,Google Chrome,Western Europe,Twitter,Returning_Visitor,-9223372036854775808,0
0,0.0,3,0.0,29,848.0,0.0,0.02,10.8,May,Google Chrome,North America,Bing search,Returning_Visitor,-9223372036854775808,1
0,0.0,1,11.0,31,1240.0,0.0,0.013,0.0,Dec,Google Chrome,South America,Facebook ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,2,28.0,0.0,0.05,0.0,Dec,Safari,Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,19,388.0,0.0228,0.048,0.0,Dec,Safari,South America,Google search,Returning_Visitor,-9223372036854775808,0
3,6.0,0,0.0,6,253.0,0.0,0.017,0.0,Mar,Safari,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
10,175.8833333,2,131.5,189,2994.0,0.0,0.008,6.0,June,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,14.0,0.0,0.1,0.0,May,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
4,91.5,2,37.0,44,819.0,0.0,0.002,0.0,Dec,Mozilla Firefox,Asia,Google search,New_Visitor,-9223372036854775808,0
1,151.0,0,0.0,18,236.0,0.0,0.05,0.0,June,Google Chrome,Northern Africa,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,May,Safari,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
10,296.1,0,0.0,18,2885.0,0.0022,0.01,52.3,May,Mozilla Firefox,Western Europe,Youtube ads,Returning_Visitor,-9223372036854775808,1
3,192.0,3,24.0,18,562.0,0.0125,0.023,20.0,Mar,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,85,1008.0,0.0202,0.056,0.0,Dec,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,13,365.0,0.0,0.007,0.0,May,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,1,39.2,146,9796.0,0.0122,0.03,0.4,June,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,65.8,0,0.0,7,238.0,0.0,0.04,17.5,Nov,Google Chrome,Africa,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,17,671.0,0.0,0.016,0.0,Nov,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,27,1095.0,0.0442,0.054,0.0,May,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
4,171.8,0,0.0,31,1792.0,0.0,0.016,0.0,Oct,Google Chrome,Asia,Google search,New_Visitor,-9223372036854775808,0
0,0.0,3,174.5,13,300.0,0.0,0.024,0.0,May,Google Chrome,South America,Twitter,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,32.0,0.0,0.1,0.0,Mar,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,14,515.0,0.0,0.025,0.0,Oct,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
7,131.0,0,0.0,5,146.0,0.0,0.027,0.0,Dec,Google Chrome,North America,Instagram ads,New_Visitor,-9223372036854775808,0
6,239.25,0,0.0,43,1809.0,0.0075,0.018,24.1,Dec,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
1,93.0,1,92.0,37,849.0,0.0,0.002,0.0,Mar,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,436.0,0.0,0.025,0.0,Nov,Mozilla Firefox,North America,Youtube channel,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,16.0,0.1,0.15,0.0,Mar,Microsoft Edge,Eastern Europe,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
4,56.0,0,0.0,23,316.0,0.0,0.005,0.0,Mar,Microsoft Edge,North America,Affiliate marketing,New_Visitor,-9223372036854775808,0
5,93.05,2,109.0,29,1348.0,0.0,0.009,22.0,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,1
3,184.1231424,1,565.75,40,1055.0,0.0,0.013,11.9,Dec,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,1
6,173.1666667,0,0.0,24,413.0,0.0,0.006,24.0,Aug,Google Chrome,North America,Instagram Page,New_Visitor,-9223372036854775808,1
6,118.4,0,0.0,27,1388.0,0.045,0.059,0.0,Aug,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,16.83333333,0,0.0,110,4821.0,0.0068,0.02,1.2,Dec,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
8,164.0833333,2,179.0,6,142.0,0.0,0.004,0.0,Mar,Google Chrome,Southern Africa,Youtube channel,New_Visitor,-9223372036854775808,0
3,200.0,4,101.5,74,2926.0,0.0,0.005,17.3,May,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,-9223372036854775808,0
6,428.5333333,0,0.0,31,662.0,0.0262,0.046,0.0,Nov,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,360.8,1,0.0,6,62.0,0.0,0.01,0.0,Jul,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,May,Google Chrome,North America,Tik Tok page,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,77,2059.0,0.024,0.068,0.0,Jul,Internet Explorer,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,207.2,3,3.0,128,7492.0,0.0052,0.013,15.2,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,12,211.0,0.0,0.029,0.0,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,54,1005.0,0.0196,0.03,0.0,Aug,Google Chrome,Oceania,Twitter,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,10,126.0,0.0333,0.028,0.0,Mar,Google Chrome,Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
7,175.0,3,347.5,56,4526.0,0.002,0.016,0.0,Nov,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,164.0,0.0,0.054,55.1,Oct,Safari,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
1,60.0,0,0.0,4,58.0,0.0,0.022,0.0,Nov,Google Chrome,North America,Bing search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,204.0,0.0,0.022,0.0,Nov,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,7,192.0,0.0,0.04,0.0,Nov,Safari,Western Europe,Yandex search,Returning_Visitor,-9223372036854775808,0
3,49.26666667,2,70.83333333,35,1658.0,0.0082,0.013,0.0,Mar,Google Chrome,North America,Yahoo Search,Returning_Visitor,-9223372036854775808,1
1,31.3,0,0.0,10,243.0,0.0,0.004,0.0,Aug,Google Chrome,Oceania,Bing search,New_Visitor,-9223372036854775808,0
6,6.0,2,101.75,33,1861.0,0.02,0.023,0.0,Dec,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
11,322.7,3,381.5,210,3362.0,0.0199,0.035,0.4,May,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,45,986.0,0.0,0.033,0.0,Oct,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,13,331.0,0.0,0.015,0.0,May,Microsoft Edge,North America,Bing search,Returning_Visitor,-9223372036854775808,0
3,30.0,0,0.0,19,1922.0,0.0,0.013,0.0,Mar,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
14,181.55,0,0.0,43,4589.0,0.0042,0.012,0.0,Oct,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
7,125.0,3,524.6666667,23,810.0,0.0,0.007,0.0,Mar,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,816.0,0.0,0.005,0.0,May,Safari,Asia,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,130.0,0.0389,0.047,0.0,Oct,Safari,Northern Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,82.25,0,0.0,35,1410.0,0.0,0.004,63.0,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,1
2,43.4,0,0.0,12,2015.0,0.0,0.008,0.0,Nov,Google Chrome,Asia,Google search,New_Visitor,-9223372036854775808,0
2,39.0,0,0.0,18,156.0,0.0,0.011,0.0,May,Google Chrome,Asia,Bing search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Mar,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,14,649.0,0.008,0.04,0.0,May,QQ,Southern Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,232.0,0.0,0.025,0.0,Dec,Mozilla Firefox,North America,Youtube channel,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,14,441.0,0.0,0.02,0.0,Dec,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,6.0,0,0.0,5,244.0,0.0,0.05,0.0,Mar,Safari,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
3,5.09166667,3,122.2,70,1750.0,0.0062,0.009,3.6,Nov,Safari,Africa,Instagram ads,Returning_Visitor,-9223372036854775808,1
1,48.0,1,72.2,276,8221.0,0.0027,0.019,0.9,Jul,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,14.0,0.0667,0.133,0.0,May,Safari,Southern Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,136.0,2,52.0,49,1026.0,0.016,0.033,14.5,Dec,Safari,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,1
1,0.0,0,0.0,6,586.0,0.2,0.2,0.0,May,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,0.0,0.0,0.2,0.0,May,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,148.0,0.0,0.067,0.0,May,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,295.0,0.025,0.05,0.0,Dec,Microsoft Edge,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,429.5,0,0.0,9,412.0,0.0,0.014,0.0,Dec,Google Chrome,South America,Google search,New_Visitor,-9223372036854775808,0
2,14.0,0,0.0,17,400.0,0.033,0.062,25.4,Sep,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,24,586.0,0.0097,0.01,0.0,Mar,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,155.0,0.0,0.02,0.0,Dec,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
10,789.8,5,166.6666667,124,1036.0,0.002,0.009,1.0,May,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,-9223372036854775808,0
7,399.1666667,0,0.0,30,2714.0,0.0,0.009,19.2,May,Safari,Western Europe,Bing search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,986.0,0.0119,0.045,0.0,May,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,155.5,0,0.0,37,1639.0,0.0,0.024,0.0,Nov,Safari,South America,Google search,Returning_Visitor,-9223372036854775808,0
2,42.0,1,7.0,50,2297.0,0.0,0.027,6.0,Nov,Google Chrome,Western Europe,Twitter,Returning_Visitor,-9223372036854775808,0
10,161.3333539,1,101.0,287,6743.0,0.0018,0.003,0.0,Aug,Microsoft Edge,North America,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,784.0,0.0,0.022,0.0,May,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,3,131.5,50,3936.0,0.0158,0.037,0.0,Nov,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,0
3,132.5,0,0.0,8,120.0,0.0364,0.027,0.0,May,Google Chrome,Asia,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,250.0,0.0,0.043,0.0,May,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,162.0,0.0182,0.019,0.0,May,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,17.0,0,0.0,13,1556.0,0.0,0.02,0.0,May,Microsoft Edge,Oceania,Bing search,Returning_Visitor,-9223372036854775808,0
2,96.0,7,632.0,126,1054.0,0.0074,0.025,0.0,May,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,38,1159.0,0.0112,0.032,5.0,May,Google Chrome,Africa,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,0.0,0.2,0.2,0.0,Nov,Android,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,29,494.0,0.0132,0.024,0.0,Jul,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
10,1256.0,0,0.0,210,328.0,0.0089,0.017,0.0,Dec,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,17,609.0,0.0096,0.028,0.0,May,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,0
1,29.0,0,0.0,14,549.0,0.0,0.017,27.6,Nov,QQ,Western Europe,Google search,New_Visitor,-9223372036854775808,1
0,0.0,0,0.0,12,633.0,0.0,0.017,0.0,Nov,Microsoft Edge,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,129.0,0.0,0.02,0.0,Mar,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
14,140.8,5,154.75,99,2445.0,0.007,0.025,0.0,June,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,10,210.0,0.0,0.006,0.0,Oct,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,479.0,0.0305,0.065,0.0,Mar,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,49.5,0,0.0,10,139.0,0.0182,0.056,0.0,Mar,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
7,432.375,0,0.0,187,7009.0,0.0043,0.011,0.5,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,39,845.0,0.0192,0.047,0.0,Nov,Samsung Internet,South America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,41,839.0,0.0175,0.047,0.0,Nov,Google Chrome,Africa,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,103.0,0.0,0.05,0.0,Dec,Microsoft Edge,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,234.0,1,25.0,38,985.0,0.0062,0.026,0.0,May,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,35,3059.0,0.004,0.021,0.0,Dec,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,134.0,0.0,0.067,0.0,May,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,37,1917.0,0.0,0.028,0.0,Dec,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,66.0,0,0.0,9,584.0,0.0,0.013,0.0,Dec,Google Chrome,North America,Youtube channel,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Nov,Google Chrome,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,0
3,6.0,2,19.0,176,4703.0,0.0098,0.03,0.0,Nov,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
7,6.0,3,443.1666667,70,3102.0,0.0069,0.015,0.0,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,11,576.0,0.0,0.022,11.8,May,Google Chrome,Asia,Youtube ads,New_Visitor,-9223372036854775808,1
5,86.0,0,0.0,19,634.0,0.0125,0.015,0.0,Nov,Google Chrome,South America,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,908.0,0.0,0.05,21.5,Nov,Safari,Asia,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,19,226.0,0.0462,0.089,14.1,Dec,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,1
2,57.75,0,0.0,8,22.0,0.0,0.022,0.0,Oct,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
9,495.0,0,0.0,16,364.0,0.0,0.011,0.0,May,Samsung Internet,North America,Instagram ads,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,133.0,0.0,0.046,0.0,Feb,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,53,827.0,0.0,0.006,0.0,Nov,Safari,Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,380.0,0.0,0.0,77.4,Sep,Mozilla Firefox,North America,Bing search,Returning_Visitor,-9223372036854775808,1
6,118.3333333,0,0.0,42,1310.0,0.0,0.013,0.0,Jul,Safari,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,1,0.0,0.2,0.2,0.0,May,Google Chrome,Asia,Youtube ads,Returning_Visitor,-9223372036854775808,0
1,27.0,2,193.0,21,2260.0,0.0165,0.032,0.0,Mar,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,8.0,0,0.0,12,411.0,0.0,0.009,0.0,Mar,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,98.33333333,1,0.0,25,993.0,0.0,0.009,0.0,Mar,Google Chrome,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,37,1167.0,0.0355,0.069,0.0,Dec,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,23,713.0,0.0,0.013,0.0,May,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,597.0,0.0,0.0,0.0,May,Safari,North America,Bing search,Returning_Visitor,-9223372036854775808,0
